,Decarbonization_pathway,Energy_tax,IRR,P_direct_emission_change,P_indirect_emission_change,NPV,Energy_usage_change,Direct_emissions_change,Indirect_emissions_change,Emissions_change
0,0,0,0.0,-0.019752478298689143,-0.019442100133294025,-1.4817342162132263e-06,-81850.11635445135,-4.904183968353719,-0.4917733711193222,-5.395957339473042
1,2,2,0.432261450666509,-1.0,13.191848528543899,145947496.02663028,511690.9597638209,-248.28195703823087,200.20676092706785,-48.075196111163024
