,Decarbonization_pathway,Energy_tax,Coal_plants_shutdown,Total_emissions,Direct_emissions_change_norm,Indirect_emissions_change_norm,Emission_change_norm,Energy_usage_change_norm,IRR,NPV,Yearly_production
0,2,2,1,91.81697951454625,-0.1012982280857735,0.046269986307335184,-0.06860798526297035,208.76824143770745,0.18308418212103694,112267388.99148887,2451.0
1,0,2,1,254.95288127194294,-0.0020008910519599015,-6.819254367626121e-05,-0.002049069817276053,-33.39458031597363,0.0,-1.8961727619171143e-06,2451.0
